subject_ID	age	SCORE_scale
sub1006	21	21.6176562529109
sub1014	24.34	35.2412580801194
sub1016	24.6352	23.4014859313245
sub1025	66.28	63.9662628875175
sub1038	25	18.2628967631432
sub1040	25	25.7320289134182
sub1045	29	28.3363342927831
sub1053	24	27.1304557995272
sub1062	45	40.1781859916871
sub1069	21	23.0035686013667
sub1070	19	20.7443795125085
sub1072	22	30.4223753922949
sub1073	37	31.1538911595268
sub1075	25	21.5423764768413
sub1077	30	27.3068012925773
sub1078	35	35.5257040120053
sub1087	22	18.7317376922383
sub1089	23	20.9083771027068
sub109	19	14.9893291847574
sub1095	26	33.9202149223337
sub1108	21	24.1421220714618
sub1111	25	32.3548490386266
sub1117	22	20.4779968121603
sub1130	25	27.4903047726667
sub1135	38	49.5730668498004
sub1137	27	28.3643317858216
sub114	26	27.5738484935809
sub1145	23	20.9546596717286
sub1154	52.5	54.8473900215573
sub1155	25	27.535145369618
sub1158	52	53.2538506221582
sub1162	21.02	21.7973886769915
sub1167	89	72.036443410769
sub1168	21	16.096415140435
sub1171	49	41.1449907651638
sub1173	51	57.2411527120945
sub1174	34	41.4704538253905
sub1176	19	18.0347474260176
sub118	25	21.4012556934442
sub1180	36	40.7243302314287
sub1181	27	25.2595182983916
sub1185	45.26	43.6161448588702
sub1187	27	34.6447762724374
sub120	22	20.640917745075
sub1210	35	43.4745719963649
sub1213	20	30.4594787803956
sub1218	29	32.2185008742867
sub1224	42.99	41.7710791518116
sub1231	58.38	60.2684550279652
sub1246	48	45.6734687487566
sub1249	22	20.1949103527798
sub1251	23.72	30.2123017124051
sub1257	23	19.2596692530268
sub1269	30	20.7273203118625
sub1270	19	16.4104396037615
sub1272	22	19.0582652097479
sub1274	36	33.8938372009648
sub1282	70.11	87.3544634177781
sub1284	20	21.756484534351
sub1285	24	23.8119578662593
sub1287	50	42.0096119316367
sub1296	23	19.1919366949125
sub13	18	37.0789666033998
sub1302	22	13.0901226640383
sub1304	48.68	55.4763032676151
sub1308	63.66	72.2581826203764
sub131	33	33.2303284206413
sub1317	71	63.952005483952
sub1318	30	27.9961553424794
sub1319	33.13	28.7047382095634
sub1321	25	20.9011351198459
sub1325	71	81.1501577222547
