subject_ID	age	SCORE_scale
sub1	26	24.9229691389267
sub1003	21	24.2428313822754
sub1004	28	24.1541827633783
sub1009	62	42.6067898368469
sub1024	19	20.9865255421402
sub1026	37	28.9197598755445
sub104	54.74	58.2660090654518
sub1048	19	23.6865477699468
sub1049	54.19	47.8382762326661
sub1057	24	25.5629155836292
sub1059	30.7	30.1160322795317
sub1061	69.69	69.5713358388172
sub1064	19	20.6157336271208
sub1071	36	39.2871231554241
sub108	77	71.2363722542302
sub1082	64	63.9808900382734
sub1084	24	13.9796720896584
sub1093	26.88	31.3304676635184
sub11	34	31.3388100574272
sub110	20	21.7715238985144
sub1100	26	31.6703560602552
sub1106	21	26.1356946771947
sub1122	22	26.8401126785483
sub113	64.1	53.0385934108461
sub1136	29.78	21.3733810823039
sub1141	19	25.5629155836292
sub1142	62.46	61.2630308194003
sub1147	45	45.1593541692232
sub1159	63.4	66.5228364894863
sub1161	21	21.6927118313734
sub1166	27	20.6355450349447
sub117	29	41.107823476623
sub1188	19	21.8598843476019
sub1190	30	24.8690449474108
sub1195	43.82	48.6808416957385
sub1200	57.7	52.0995320287954
sub1203	22.57	19.4441584314255
sub1217	46	52.95487247802
sub1219	55	47.247568144359
sub122	56	48.0099957592951
sub1233	24	27.5738798949426
sub1236	73.02	73.7778603204278
sub1245	19	15.5163523196967
sub1248	23.6769	24.9758951634576
sub1252	22	17.017923082001
sub1253	27	28.8170120964407
sub1254	55	56.1622576069718
sub1256	33	27.3945260940886
sub1275	41	44.1418872717199
sub128	20	22.3235385004219
sub1283	18	19.2656700762213
sub1295	24	25.5629155836292
sub1298	25	22.8292744881186
sub1303	48	32.5654403938919
sub1306	67.33	69.5563578624172
sub1312	50	56.8217892101452
sub1313	21	24.2748312176782
sub1316	35	24.1541827633783
sub1326	71	72.3833951075484
sub1330	39	42.417380162901
sub1334	58.57	67.0644550601241
sub1338	65	55.6712512295426
sub1342	21	23.0182552208957
sub135	25.13	24.6491182629036
sub1355	28.81	32.3128825322104
sub1356	20	22.737521213299
sub1357	24	22.1698784269081
sub136	23.6386	23.0446179310806
sub1378	46	39.9269603599554
sub1390	22	22.2311998866659
sub1394	24	19.161467199644
sub1395	39	48.3864762870346
sub1398	52	46.1553300869551
sub1403	26	27.085292361117
sub1411	25	21.2733812301535
sub1420	20	20.2062072409043
sub1422	40	50.1137917128993
sub1431	45	39.5825483078752
sub1435	32	41.9156307246328
sub1437	33	28.5826477657594
sub1442	22	20.809920261322
sub1447	20	20.4471674882613
sub1449	24	18.2541720110469
sub1450	20	18.7182262606317
sub1474	23	26.2291332278532
sub1476	60.4	64.9381349378756
sub1480	50	47.247526167842
sub1483	56	54.6068212285656
sub1484	30.66	32.4601142506487
