subject_ID	age	score_scaleQuant
sub1002	19	20
sub1015	40.04	40
sub1017	51	48
sub1019	18	21
sub1022	85.74	88.0487804878048
sub1027	33.92	34
sub1028	43	43
sub1029	21	23
sub1036	18	18
sub1041	22	20
sub1042	30	25
sub1043	83.46	79.1400000000001
sub105	19	20
sub1060	69	67.77
sub107	39	43
sub1079	28	21
sub1081	20	23
sub1088	72.09	61.6641463414634
sub1092	21	23
sub1105	44	46
sub1107	43	45.7682926829268
sub1110	62.74	76.7307317073171
sub1116	58	51
sub1126	50	36
sub1128	23	25
sub1129	21	22
sub1132	67	60.9846341463415
sub1138	20	27
sub1140	29	29
sub1143	32	28.3070731707317
sub1144	50.52	52
sub1146	21	26
sub1148	28	26
sub1150	33	35.0885365853658
sub1151	22	22
sub116	23	22
sub1169	23	20
sub1191	30	20
sub1193	28.85	32
sub1198	23	25
sub1201	76.78	69.29
sub1216	34	28
sub1222	19	25
sub1223	26	22
sub1228	20	23
sub1229	24.2984	29
sub1235	22	32
sub1241	19	21
sub1244	20	25
sub1261	72.35	73.8536585365853
sub1262	23	20
sub1263	25	23
sub1268	26	26
sub1276	49	47
sub1299	31	43
sub1310	28	27
sub1315	24	37.1185365853658
sub1324	21	23
sub133	28.16	40
sub1340	70.25	66.9731707317073
sub1341	30	37
sub1344	24	30
sub1349	46	41.3948780487805
sub1350	21	29
sub1352	40	44
sub1354	19	26
sub1361	25	28
sub1369	51	49
sub137	43	28
sub1371	86	81
sub1376	20	18
sub1379	36	27
sub1381	22	21
sub1385	55	51.7658536585366
sub1393	34	35
sub1401	36	47.0246341463415
sub1408	37	36
sub141	30	23
sub1427	20	21
sub1434	32	27.0078048780488
sub1436	44	47
sub1448	71	60.0763414634146
sub145	33	29
sub1456	74	62.8312195121951
sub1461	25	24
sub1463	20	19
sub1469	43	31.0792682926829
sub1482	21	21
sub15	24.4079	22
sub1500	64.27	56.2468292682927
sub1501	40	42.22
sub1502	64	62
sub1518	61.02	64
sub152	28	24
sub1521	22	22
sub1525	32	26
sub1527	22	29.9341463414634
sub153	45	46
sub1532	22	27
sub1536	35	40
sub1540	30.89	36
sub1542	36	40
sub1553	20	21
sub1554	24	33.8268292682927
sub1556	28	33.2158536585366
sub1568	33	29
sub1572	58.77	59
sub1585	70.11	70.5153658536585
sub1589	29	38
sub1590	48	45
sub1591	25	27
sub1599	28.44	21
sub1604	32	34
sub161	41	36.3712195121951
sub1629	26	22
sub1653	30	27
sub1654	22	19
sub1666	51	57.7436585365854
sub1672	28.46	38
sub1674	23	24.4348219512195
sub1676	20	20
sub1678	35.41	37
sub168	21	18
sub1680	28	21
sub1688	19	21
sub170	28	35
sub1702	22	20
sub1704	28	34
sub1707	22	23
sub1711	32.3	40
sub1716	20	25
sub1718	40	38
sub1721	64	54
sub1724	52	50.2378048780487
sub1727	23	19
sub1731	19	20
sub1738	20	21
sub174	33	37
sub1761	39	48
sub1766	70.14	72.5329268292683
sub1769	23	22
sub1771	30	25
sub1775	21	22
sub1781	22	20
sub1786	60	48
sub1793	24.6133	19
sub1795	23	23
sub18	24.85	24
sub1800	44.48	44
sub1807	21	26
sub1811	50	53
sub1823	74	66
sub1834	23	26
sub1835	25	24
sub1840	49	44.9421951219512
sub1856	22	25
sub1857	27	25
sub1859	25	21
sub1862	22	21
sub1864	31	24
sub1869	80	84
sub1887	29	29
sub1889	32	38
sub189	29	26
sub1891	55	46
sub1894	34	28
sub19	33.14	25
sub190	19	20
sub1901	26	25
sub1902	24	22
sub1903	28	31.9785365853659
sub1904	20	19
sub1906	28	27
sub1912	29	30
sub1915	31	29
sub1927	27	23
sub1930	19	22
sub1946	44	43
sub1948	23	24
sub1957	30	30
sub1964	32	19
sub1971	18	23
sub1973	24.28	30
sub1976	28	29
sub1989	51	54
sub1994	21	24
sub1999	19	23
sub200	40	41
sub2003	20	18
sub2006	50	45
sub2014	61	65
sub2026	30	23
sub203	66.33	63.0058536585366
sub2030	39	35.98
sub2036	38.77	41
sub2040	23	24.9365853658537
sub2043	60.91	55
sub2047	23	22
sub2057	44	39
sub2058	28	27
sub2066	27	26.5931707317073
sub2074	19	20
sub2075	66.91	67.1346341463415
sub2077	29	28
sub2081	27	26
sub209	51	34
sub2091	23	21
sub2098	20	28
sub2112	19	23
sub2119	57	54.19
sub2122	20	31
sub213	65.26	65
sub2139	29	26
sub2141	25	20
sub2145	30	28
sub2146	27	22
sub2161	24	21
sub2162	21	22
sub2171	62.25	62.1575609756098
sub2183	22	26
