participant_id	true_age	predicted_age
sub2609	41.0	47.0451545715332
sub2949	22.0	21.128097534179688
sub944	21.0	21.15943145751953
sub863	70.0	67.13090515136719
sub2047	23.0	22.826963424682617
sub2535	29.0	25.265466690063477
sub2696	20.0	22.22250747680664
sub1704	28.0	26.883268356323242
sub2448	27.0	30.792938232421875
sub2122	20.0	22.061626434326172
sub1310	28.0	27.747947692871094
sub1840	49.0	49.49083709716797
sub797	21.0	27.340312957763672
sub3085	23.0	21.717031478881836
sub1894	34.0	25.61919403076172
sub2540	33.0	32.300140380859375
sub1654	22.0	20.766937255859375
sub402	62.43000030517578	62.49060821533203
sub2849	19.0	21.713993072509766
sub399	42.0	41.17127990722656
sub19	33.13999938964844	30.7318115234375
sub2937	47.0	48.79313278198242
sub1527	22.0	29.061767578125
sub803	29.0	27.615516662597656
sub2508	34.0	33.0975227355957
sub911	29.0	26.515052795410156
sub2387	22.0	24.880714416503906
sub2754	28.0	24.079124450683594
sub3083	24.0	22.3359317779541
sub36	23.0	25.578983306884766
sub1568	33.0	22.982410430908203
sub566	47.0	47.012657165527344
sub476	70.5	64.14573669433594
sub2687	24.0	22.392990112304688
sub395	67.45999908447266	66.17845153808594
sub867	21.0	25.490436553955078
sub1525	32.0	20.581256866455078
sub2769	19.0	21.612470626831055
sub744	47.0	44.861000061035156
sub2139	29.0	27.24034881591797
sub1927	27.0	26.908769607543945
sub2640	18.0	20.936161041259766
sub1572	58.77000045776367	55.53288269042969
sub802	23.0	22.036396026611328
sub2775	24.0	21.527645111083984
sub745	43.0	41.808101654052734
sub2967	23.0	21.580665588378906
sub853	56.0	51.695457458496094
sub1653	30.0	33.59767150878906
sub2119	57.0	46.006465911865234
sub505	22.0	22.002656936645508
sub2161	24.0	22.07435417175293
sub1223	26.0	20.84986686706543
sub99	35.0	42.78975296020508
sub588	65.33000183105469	55.873287200927734
sub282	23.0	21.47334098815918
sub1408	37.0	37.78453063964844
sub1994	21.0	20.88861846923828
sub1869	80.0	77.6734390258789
sub2808	21.0	25.148235321044922
sub1381	22.0	22.769393920898438
sub483	54.61000061035156	53.53590393066406
sub4	28.0	28.580337524414062
sub133	28.15999984741211	37.06557846069336
sub747	20.0	21.286502838134766
sub2171	62.25	64.01184844970703
sub305	21.0	21.22314453125
sub2026	30.0	30.186752319335938
sub1964	32.0	22.512056350708008
sub1800	44.47999954223633	41.44704055786133
sub2030	39.0	34.15526580810547
sub799	41.5099983215332	42.64277648925781
sub1150	33.0	36.82445526123047
sub2075	66.91000366210938	61.082252502441406
sub1262	23.0	21.254283905029297
sub229	29.34000015258789	27.626344680786133
sub1193	28.850000381469727	30.7222900390625
sub1324	21.0	21.434783935546875
sub3240	24.766599655151367	20.66061019897461
sub834	42.630001068115234	53.81090545654297
sub1036	18.0	22.599105834960938
sub2459	17.0	21.45205307006836
sub586	26.0	20.66891860961914
sub1702	22.0	21.879623413085938
sub2692	23.0	21.142332077026367
sub787	26.0	20.059673309326172
sub494	50.56999969482422	61.18037414550781
sub3164	63.0	54.144981384277344
sub493	38.0	37.34400177001953
sub946	18.0	19.85284996032715
sub1554	24.0	29.64771270751953
sub3126	63.84000015258789	63.93738555908203
sub694	75.0	71.77886962890625
sub1191	30.0	23.397693634033203
sub1376	20.0	20.546979904174805
sub3170	58.0	68.4825668334961
sub72	43.0	39.42070770263672
sub203	66.33000183105469	60.92109680175781
sub2801	26.0	23.12759780883789
sub695	42.0	47.873390197753906
sub913	22.43000030517578	20.83560562133789
sub3272	22.0	27.108863830566406
sub249	48.0	54.89200210571289
sub1107	43.0	39.09718322753906
