subject_ID	age	score_scaleQuant
sub1002	19	19.9797642436149
sub1015	40.04	27
sub1017	51	54
sub1019	18	24
sub1022	85.74	85.7249508840864
sub1027	33.92	32
sub1028	43	46
sub1029	21	21
sub1036	18	18
sub1041	22	18
sub1042	30	25
sub1043	83.46	71
sub105	19	21
sub1060	69	60.02
sub107	39	25.1377799607073
sub1079	28	23
sub1081	20	22
sub1088	72.09	67.748605108055
sub1092	21	27
sub1105	44	44
sub1107	43	52
sub1110	62.74	70.5354813359529
sub1116	58	52
sub1126	50	49
sub1128	23	36.2062712636565
sub1129	21	26.5810609037328
sub1132	67	63.0089587426326
sub1138	20	28
sub1140	29	36
sub1143	32	28
sub1144	50.52	44
sub1146	21	25.6523436975156
sub1148	28	25
sub1150	33	35
sub1151	22	28
sub116	23	34.2808251473477
sub1169	23	25
sub1191	30	24
sub1193	28.85	31.5703339882122
sub1198	23	22
sub1201	76.78	69.6933595284872
sub1216	34	40
sub1222	19	25.6523436975156
sub1223	26	26
sub1228	20	23
sub1229	24.2984	27
sub1235	22	30
sub1241	19	18
sub1244	20	23
sub1261	72.35	69.2897445972495
sub1262	23	20
sub1263	25	24.9241650294695
sub1268	26	27
sub1276	49	33
sub1299	31	30
sub1310	28	21
sub1315	24	33
sub1324	21	20
sub133	28.16	31
sub1340	70.25	68.2086640471513
sub1341	30	41.1579764243615
sub1344	24	19
sub1349	46	30
sub1350	21	32
sub1352	40	44.9933398821218
sub1354	19	25
sub1361	25	24.2877799607073
sub1369	51	50
sub137	43	32.3704911591356
sub1371	86	77.8998035363456
sub1376	20	18
sub1379	36	28.4160314341847
sub1381	22	24.1034091367137
sub1385	55	49.2290373280943
sub1393	34	27
sub1401	36	42
sub1408	37	32
sub141	30	23
sub1427	20	22
sub1434	32	27.1817878192534
sub1436	44	39
sub1448	71	55.7893320235756
sub145	33	27
sub1456	74	58
sub1461	25	31
sub1463	20	18
sub1469	43	49.5469548133595
sub1482	21	22.9738310412574
sub15	24.4079	34
sub1500	64.27	59
sub1501	40	38
sub1502	64	55
sub1518	61.02	65.1059921414538
sub152	28	24.1034091367137
sub1521	22	24.1034091367137
sub1525	32	19
sub1527	22	20
sub153	45	47
sub1532	22	24
sub1536	35	41
sub1540	30.89	25
sub1542	36	33
sub1553	20	21.0090373280943
sub1554	24	37.1790569744597
sub1556	28	27
sub1568	33	29
sub1572	58.77	56.9159724950884
sub1585	70.11	73
sub1589	29	24
sub1590	48	37
sub1591	25	27
sub1599	28.44	22
sub1604	32	43
sub161	41	30
sub1629	26	22
sub1653	30	22
sub1654	22	20
sub1666	51	52
sub1672	28.46	29
sub1674	23	26.8862082514735
sub1676	20	24
sub1678	35.41	26
sub168	21	21.6004125736739
sub1680	28	19
sub1688	19	19
sub170	28	27
sub1702	22	22
sub1704	28	39.170648330059
sub1707	22	20
sub1711	32.3	41.8704715127701
sub1716	20	24.1034091367137
sub1718	40	25.6147347740668
sub1721	64	57.7369351669941
sub1724	52	52.8979960707269
sub1727	23	20
sub1731	19	26
sub1738	20	22
sub174	33	28.942278978389
sub1761	39	30
sub1766	70.14	66.9104715127701
sub1769	23	23.5991709233792
sub1771	30	25
sub1775	21	24.1034091367137
sub1781	22	27.7743811394892
sub1786	60	49
sub1793	24.6133	22
sub1795	23	24.1034091367137
sub18	24.85	25
sub1800	44.48	34
sub1807	21	22
sub1811	50	49
sub1823	74	72
sub1834	23	21
sub1835	25	35
sub1840	49	38
sub1856	22	24
sub1857	27	23
sub1859	25	25
sub1862	22	23
sub1864	31	26
sub1869	80	81.9669941060904
sub1887	29	28
sub1889	32	29.7720628683694
sub189	29	21
sub1891	55	44
sub1894	34	37
sub19	33.14	39
sub190	19	23
sub1901	26	22
sub1902	24	23
sub1903	28	29
sub1904	20	22
sub1906	28	19
sub1912	29	28
sub1915	31	23
sub1927	27	22
sub1930	19	21
sub1946	44	46
sub1948	23	24.1034091367137
sub1957	30	24.1034091367137
sub1964	32	19
sub1971	18	21
sub1973	24.28	31.1456385068762
sub1976	28	24.1034091367137
sub1989	51	61
sub1994	21	26
sub1999	19	24
sub200	40	35
sub2003	20	19
sub2006	50	41
sub2014	61	57
sub2026	30	26
sub203	66.33	72.8149115913556
sub2030	39	40
sub2036	38.77	37
sub2040	23	22
sub2043	60.91	53.41
sub2047	23	24.3796660117878
sub2057	44	50
sub2058	28	24
sub2066	27	23
sub2074	19	21
sub2075	66.91	60.3958742632613
sub2077	29	24
sub2081	27	20
sub209	51	33
sub2091	23	23
sub2098	20	24
sub2112	19	23
sub2119	57	55
sub2122	20	19
sub213	65.26	63.8009430255403
sub2139	29	29.2855009823183
sub2141	25	21
sub2145	30	36
sub2146	27	22
sub2161	24	25
sub2162	21	25
sub2171	62.25	58.7049115913556
sub2183	22	25
sub2188	23	25
sub2196	72.01	83.5874263261294
sub2205	28.57	28
sub2209	28.51	28
sub2224	27	24
sub2231	52.53	40
sub2238	21	20
sub2249	45	46
sub225	48	49
sub2253	19	18
sub2267	49.04	50
sub227	35.81	43.312652259332
sub2278	26	24.1034091367137
sub2284	65.41	64
sub2285	25	20
sub229	29.34	25
sub2297	31	33.853163064833
sub2299	30	27
sub2302	24	30
sub231	41	45
sub2335	25	19
sub2344	62.09	55.0493320235757
sub2361	23	21
sub237	18	20
sub2376	18	20
sub2378	50	51.0319056974459
