subject_ID	age	score_scaleQuant
sub1	26	26
sub1003	21	25
sub1004	28	24.1541827633783
sub1009	62	50
sub1024	19	21
sub1026	37	28.4802371541502
sub104	54.74	59
sub1048	19	27
sub1049	54.19	48
sub1057	24	25.5629155836292
sub1059	30.7	26
sub1061	69.69	69.6091304347826
sub1064	19	20
sub1071	36	38
sub108	77	62.7817391304348
sub1082	64	64
sub1084	24	18
sub1093	26.88	27
sub11	34	30.6290909090909
sub110	20	23
sub1100	26	28
sub1106	21	26.2326482213439
sub1122	22	25
sub113	64.1	54
sub1136	29.78	23
sub1141	19	25.5629155836292
sub1142	62.46	63.912371541502
sub1147	45	45
sub1159	63.4	67.77
sub1161	21	23
sub1166	27	21
sub117	29	40
sub1188	19	23
sub1190	30	23
sub1195	43.82	48.6808416957385
sub1200	57.7	53
sub1203	22.57	20
sub1217	46	55
sub1219	55	48.4343873517786
sub122	56	49.0081422924901
sub1233	24	26
sub1236	73.02	74
sub1245	19	19
sub1248	23.6769	39
sub1252	22	19
sub1253	27	28
sub1254	55	58
sub1256	33	24
sub1275	41	45.1099604743083
sub128	20	23
sub1283	18	21
sub1295	24	25.5629155836292
sub1298	25	22
sub1303	48	32
sub1306	67.33	69.2818181818182
sub1312	50	56
sub1313	21	22
sub1316	35	24.1541827633783
sub1326	71	69.0011067193676
sub1330	39	31
sub1334	58.57	68
sub1338	65	58.5781027667984
sub1342	21	21
sub135	25.13	25
sub1355	28.81	28
sub1356	20	21
sub1357	24	21
sub136	23.6386	26
sub1378	46	41
sub1390	22	24
sub1394	24	22
sub1395	39	50
sub1398	52	47
sub1403	26	24
sub1411	25	21
sub1420	20	21
sub1422	40	51
sub1431	45	41
sub1435	32	51
sub1437	33	26
sub1442	22	21.1557312252964
sub1447	20	21
sub1449	24	20
sub1450	20	18
sub1474	23	24
sub1476	60.4	59
sub1480	50	49
sub1483	56	56
sub1484	30.66	33
sub1488	33	41.7081422924901
sub149	46	43.698023715415
sub1491	20	23
sub1492	23	26
sub1493	24	24
sub1505	25	29
sub1509	27	24
sub1520	33.76	37
sub1528	22	20
sub1535	23	24
sub1538	28	21
sub1543	26	20
sub1545	27	24.1541827633783
sub1548	18	22
sub155	25.21	26.7508300395257
sub1555	34.29	46
sub1561	52	44.9037154150198
sub1565	26	22.5964031620553
sub1569	20	22
sub1576	65.85	62.1747430830039
sub1583	22	25
sub1594	37	40
sub1596	54.28	53
sub1605	46	31
sub1611	40	27
sub1618	29.77	34
sub1622	55	58.7887351778656
sub1631	24	24.3048648221344
sub1637	34	40
sub1638	20	19
sub1639	21.911	21
sub1640	42.51	47
sub1649	78.58	73
sub1657	20	18
sub1665	23	24.1541827633783
sub1667	24	22
sub1675	68	85
sub1677	25	30.2587351778656
sub1683	26	20
sub1694	24	30
sub1696	55	44
sub17	53	46.3409486166008
sub1706	24	38.0654545454546
sub171	28	30
sub1715	25	19
sub172	47	30
sub1722	21	21
sub1728	30	23
sub1735	20	24
sub1752	67	55.58
sub1760	23	25.5629155836292
sub1782	50	40.0377865612648
sub1791	42	53
sub1794	53	49
sub1796	21	20
sub1798	23	30
sub180	63.04	68.2257312252964
sub1805	21	23
sub1809	46	42
sub1810	29	24.1541827633783
sub1817	73	72
sub182	23	26
sub1820	33	32
sub1828	56	51
sub183	30.01	30
sub1830	21	22
sub1836	27	30
sub1837	55	60.9409881422925
sub1848	22.97	29
sub1849	18	19
sub1854	30	26
sub186	39	46
sub1863	83	81.9601581027668
sub1866	49	52.5118577075099
sub187	25	23
sub1879	88	90
sub1884	21	28
sub1888	53.41	63
sub1895	44.99	61
sub1896	41	36
sub1899	55.54	52
sub1900	26	23
sub1908	26	31
sub1909	22	19
sub191	20	24
sub1923	27	28
sub1926	19	24.8844268774704
sub1931	64	68.7944268774704
sub194	33	38
sub1942	19	24
sub1943	20	23
sub1947	19	25.5629155836292
sub1949	56	53.54
sub1951	31.96	34
sub1954	39	51.2634782608696
sub1956	19	25.5629155836292
sub1962	22	21
sub1966	43.46	57
sub1967	22	25.5629155836292
sub1977	20	22
sub198	22	22
sub1981	35	28
sub1984	28	19
sub1987	47	54
sub20	21	23
sub2000	61	55
sub2004	27	26
sub2012	48	39.3989723320158
sub202	22	22
sub2020	43	43
sub2022	50	40
sub2034	53.41	49.4
sub2038	46	50
sub2039	63.42	65.0355731225297
sub2046	50	50.0080632411067
sub2049	21	21
sub205	67	59
sub2050	23.11	23
sub2055	24	22
sub206	70.52	66.5066007905138
sub2064	24	30
sub2065	40	42
sub2070	28	32
sub2071	36	37
sub2073	24	27
sub2078	20	27
sub2083	47.01	60.4894071146245
sub2097	21	26
sub2108	49	34.1916205533597
sub211	19	22
sub2118	79	72.251976284585
sub2127	29	33
sub2135	27.73	34
sub2147	46.17	44
sub2153	45	44
sub2156	58	48
sub217	30	35.7360079051383
sub2195	35	40
sub2222	22	24.377233201581
sub2225	47	43.021185770751
sub2226	20	20.5051778656127
sub2229	34	41
sub2252	42	30
sub2257	28	24.1541827633783
sub2263	27	25
sub2264	21	31
sub2275	18	19
sub2279	22	22
sub2281	45	46
sub2290	26	24.1541827633783
sub2303	24	20
sub2307	51	50.849209486166
sub2317	27	22
sub2319	35.98	27
sub2325	24	19
sub233	30.07	27
sub2336	50	47
sub2341	20	23
sub2343	86	80.1724901185771
sub2346	68.51	70.14
sub2351	31.25	36.5237154150198
sub2352	46	43
sub2359	19	33
sub2381	30	22
sub2383	24	24.1541827633783
sub2397	31	42.9720553359684
sub2405	22	26
sub2409	30	19
sub2410	45	45.6671146245059
sub2414	49	52
sub2421	23	24
sub2422	71.21	78.0586561264822
sub2428	59.67	59.187628458498
sub2430	19	23
sub2431	45	39
sub2435	51	36
sub2439	26	26
sub2455	24	24
sub2469	60	61.0858102766798
sub2484	28	22
sub2485	20	43
sub2493	22	20
sub25	52	54
sub2518	20	21
sub2521	65.11	65
sub2524	47	52.9517391304348
sub2543	22	22
sub2545	34.72	25
sub2551	50	49
sub2552	35	31.59
sub2559	53	61.7390909090909
sub257	21	23
sub2572	57	38.9125296442688
sub2583	74.99	70
sub2593	25	43
sub2595	20	20
sub2598	70.33	65.5456521739131
sub2602	76	71
sub2613	25	25.7036758893281
sub2621	37.7	31.2926086956522
sub2622	27	27
sub2624	26	25.5629155836292
sub2625	22	20
sub2627	20	20
sub263	23	20
sub2635	26	23
sub2652	24	23
sub2655	30	25
sub2656	22	21
sub2659	29	28
sub266	33.69	48
sub2661	28	33.1347035573123
sub268	34	22
sub2690	25	21
sub2699	28.87	22
sub27	23	18
sub2703	26	21
sub2716	21	28
sub2718	42	42
sub2719	22	23
sub2729	34.01	24
sub2731	19	25.5629155836292
sub2732	23	23.7292490118577
sub2743	35.99	57.9828458498024
sub2756	75.08	75.8250592885375
sub2764	60.02	59.7747826086957
sub2765	35	34
sub2773	53	35
sub2778	24	25
sub2787	51.29	55
sub2789	60.08	66.9509881422925
sub2790	27.38	31
sub2795	24	19
sub2797	41.33	35
sub2798	41.89	55.9233992094862
sub2811	46.58	36
sub2819	20	25
sub2824	24	26
sub2825	72.59	70.6868774703557
sub2827	35	29.0182608695652
sub2832	46	47
sub2836	20	21
sub2844	43	33
sub2848	24.88	29
sub2850	41	43
sub2865	59	58
sub2876	22	22
sub2879	52	51
sub2886	61	64.7754545454545
sub289	26	21
sub2895	24	33
sub2897	25	33.9022134387352
sub2905	23	27.0070355731225
sub2910	28	25
sub2918	22	28
sub2919	18	19
sub2934	72.33	74
sub2939	27	24.6085079051383
sub2941	18	18
sub2943	20.21	19
sub295	77	76.9278260869565
sub2962	41	29
sub2964	44	23
sub2965	56	56
sub2968	21	33.59
sub2970	20	18
sub2971	31	26
sub2976	22	26
sub2980	22	20
sub2981	36	30
sub2983	27	30
sub2987	54	58.0270750988142
sub2993	65.91	52
sub3005	19	23
sub3019	23	21
sub3025	23	24
sub3029	49	46
sub3044	27	22
sub3051	37.21	54.0105138339921
sub3054	25	25
sub3062	30	32
sub3068	39	37.7548221343874
sub3071	22	30
sub3077	23	23
sub3078	28	28.3326086956522
sub3084	62.51	67.1748616600791
sub3086	50	57
sub3091	30	32
sub3098	80	73.54
sub310	26	24
sub3119	50	45
sub3120	25	19
sub3122	29	22
sub3124	22	22
sub3141	50	47.9756521739131
sub3144	17	20
sub3153	24	27
sub3155	22	20
sub3171	63.19	54
sub3172	49.37	48
sub3178	62	63.2538735177866
sub3179	23	21
sub3190	47	31
sub3195	24	19
sub3199	29	32.9485375494071
sub32	25	20
sub320	26	46
sub321	56	59.4981422924901
sub3214	50	55
sub3219	76.52	81
sub3227	27	24.1541827633783
sub3228	46	37.0454545454545
sub3238	36	24.1541827633783
sub3245	62	47
sub3251	30	21.8450596837945
sub3257	22	18
sub3269	48	44
sub3271	24.14	25
sub3274	39	29.3466403162055
sub3277	27	23
sub3280	30	25
sub3288	24	25.3810276679842
sub3294	30	24.1541827633783
sub335	52	41.9053359683794
sub338	25	29
sub345	23.35	27
sub349	39	42.1405138339921
sub358	27	29
sub362	23	22
sub366	41.23	31
sub370	23	19
sub383	22	23
sub397	21	41
sub401	59	55.1308695652174
sub404	19	18
sub409	29	25
sub415	20	22
sub416	35	29
sub423	22	19
sub439	19	20
sub445	50	42
sub457	25	29
sub462	47	35
sub464	24	23
sub469	24	24
sub490	28	25
sub508	61	58
sub512	25	24
