subject_ID	age	SCORE_scale
sub1	26	21.5942656167101
sub1003	21	21.0289778843671
sub1004	28	24.1541827633783
sub1009	62	29.7119576287216
sub1024	19	15.971149530258
sub1026	37	24.9161467357294
sub104	54.74	62.4934574445913
sub1048	19	22.7116464384711
sub1049	54.19	49.7383843272728
sub1057	24	25.5629155836292
sub1059	30.7	28.0607559252038
sub1061	69.69	76.3219925558933
sub1064	19	19.0026566187105
sub1071	36	36.2623843529579
sub108	77	77.3306808367722
sub1082	64	69.4408904608353
sub1084	24	8.23650309094006
sub1093	26.88	29.5462381836586
sub11	34	26.9267091230803
sub110	20	21.3238976200613
sub1100	26	27.8274530888445
sub1106	21	22.6022068209408
sub1122	22	24.2147110176622
sub113	64.1	56.0993476262543
sub1136	29.78	24.2314023138196
sub1141	19	25.5629155836292
sub1142	62.46	66.1593771817769
sub1147	45	43.6768855089604
sub1159	63.4	72.5931060642334
sub1161	21	21.2667853538996
sub1166	27	15.6073246080863
sub117	29	41.5057782188698
sub1188	19	21.3879292546767
sub1190	30	23.5274739228467
sub1195	43.82	48.6808416957385
sub1200	57.7	54.9506994222988
sub1203	22.57	15.0070525541873
sub1217	46	51.3982713547217
sub1219	55	40.1490684104583
sub122	56	40.7827502981466
sub1233	24	27.2117999297213
sub1236	73.02	81.4673609876619
sub1245	19	9.52794181257702
sub1248	23.6769	25.4421848307496
sub1252	22	15.0923479864543
sub1253	27	24.8307492431114
sub1254	55	47.5583976846834
sub1256	33	23.0923297207521
sub1275	41	41.6386287769751
sub128	20	21.5598304402601
sub1283	18	8.23211576031314
sub1295	24	25.5629155836292
sub1298	25	22.8162827738111
sub1303	48	27.9462071211583
sub1306	67.33	76.3036716814333
sub1312	50	58.1807904395245
sub1313	21	23.3196191190207
sub1316	35	24.1541827633783
sub1326	71	80.9427245151399
sub1330	39	43.5746954844404
sub1334	58.57	73.2556071640373
sub1338	65	54.4064331863898
sub1342	21	21.83712478192
sub135	25.13	26.01132303214
sub1355	28.81	30.7479158333111
sub1356	20	21.5059179328641
sub1357	24	18.3411193544422
sub136	23.6386	23.2782378169527
sub1378	46	34.0646395821092
sub1390	22	21.6570082506517
sub1394	24	16.805667521256
sub1395	39	46.3391554100265
sub1398	52	43.8683479660395
sub1403	26	22.7498792756262
sub1411	25	19.0979617846155
sub1420	20	20.189569022679
sub1422	40	42.5312931959569
sub1431	45	33.7783859430367
sub1435	32	38.5282737560944
sub1437	33	20.9857327339678
sub1442	22	20.6270581021841
sub1447	20	20.3641842342916
sub1449	24	12.9701535459
sub1450	20	16.7639986046869
sub1474	23	25.6252828198133
sub1476	60.4	64.7073139024211
sub1480	50	45.0778635983421
sub1483	56	46.2656167817643
sub1484	30.66	30.2555443547918
sub1488	33	39.3578468638888
sub149	46	51.0993326305464
sub1491	20	14.9928992231753
sub1492	23	22.2711994337581
sub1493	24	19.313289102526
sub1505	25	25.2481468456879
sub1509	27	23.8737261394193
sub1520	33.76	39.5318459375765
sub1528	22	11.8219614258334
sub1535	23	22.1363273380893
sub1538	28	13.8486956859124
sub1543	26	21.8199433770295
sub1545	27	24.1541827633783
sub1548	18	20.9576631763804
sub155	25.21	28.6250970200778
sub1555	34.29	47.1399345641321
sub1561	52	41.0338821098719
sub1565	26	20.6668581371306
sub1569	20	23.1273411176795
sub1576	65.85	64.8744233335963
sub1583	22	26.6232163591142
sub1594	37	32.4556183677639
sub1596	54.28	55.3405199937643
sub1605	46	36.3252211120198
sub1611	40	28.6791635116492
sub1618	29.77	37.2186379263609
sub1622	55	54.9699556287474
sub1631	24	23.0957784929647
sub1637	34	37.3558198127806
sub1638	20	18.3770389430953
sub1639	21.911	21.7118569518989
sub1640	42.51	48.112753610789
sub1649	78.58	80.5486030610385
sub1657	20	17.5957598338759
sub1665	23	24.1541827633783
sub1667	24	18.3724867424739
sub1675	68	98.9302351951891
sub1677	25	30.377088019256
sub1683	26	21.8407524240405
sub1694	24	26.6720702896802
sub1696	55	36.1418948897617
sub17	53	42.9194846905108
sub1706	24	32.5205682368829
sub171	28	26.2216778883115
sub1715	25	21.1091433057605
sub172	47	36.0684015667312
sub1722	21	14.3675233485532
sub1728	30	23.6934202724063
sub1735	20	21.9709158679655
sub1752	67	57.6522469531379
sub1760	23	25.5629155836292
sub1782	50	47.0033789701706
sub1791	42	43.8930022842948
sub1794	53	57.9932620658555
sub1796	21	19.174266605316
sub1798	23	31.0730237942543
sub180	63.04	73.4722449267373
sub1805	21	19.955329489227
sub1809	46	40.3080490275254
sub1810	29	24.1541827633783
sub1817	73	86.2477198505805
sub182	23	25.1285547024545
sub1820	33	31.5606953697028
sub1828	56	29.895195338629
sub183	30.01	32.9978909319215
sub1830	21	20.3699016757605
sub1836	27	31.5136213217382
sub1837	55	57.2706979705655
sub1848	22.97	32.3045586946287
sub1849	18	17.3312000045577
sub1854	30	24.9887084757723
sub186	39	41.8370025510559
sub1863	83	96.9633461377054
sub1866	49	43.7285007420753
sub187	25	21.9278078185799
sub1879	88	106.457340646168
sub1884	21	32.4008733625675
sub1888	53.41	65.1034688842904
sub1895	44.99	64.3334936297745
sub1896	41	37.4694355403581
sub1899	55.54	54.2888491774454
sub1900	26	19.9570018464422
sub1908	26	30.4883282660769
sub1909	22	12.5932166174309
sub191	20	22.7408019981848
sub1923	27	23.8566166661677
sub1926	19	22.0453815081006
sub1931	64	56.3307522017449
sub194	33	31.8243435952477
sub1942	19	21.6785576768996
sub1943	20	20.7936065954234
sub1947	19	25.5629155836292
sub1949	56	49.8750016883225
sub1951	31.96	37.4358904007898
sub1954	39	48.0915256270733
sub1956	19	25.5629155836292
sub1962	22	20.4525718465679
sub1966	43.46	58.8110586139762
sub1967	22	25.5629155836292
sub1977	20	10.2250106317417
sub198	22	11.6407844801069
sub1981	35	27.8026947693611
sub1984	28	12.0963778705495
sub1987	47	50.2878757151709
sub20	21	20.1681999229057
sub2000	61	51.0842522210369
sub2004	27	22.2915500354779
sub2012	48	36.7934135140162
sub202	22	18.9176495744248
sub2020	43	35.4416823187561
sub2022	50	46.9015453827629
sub2034	53.41	51.0515105012292
sub2038	46	46.0894291203917
sub2039	63.42	68.6000970944363
sub2046	50	46.3632745174186
sub2049	21	6.70524507477571
sub205	67	73.350219469845
sub2050	23.11	22.2276373759419
sub2055	24	16.135245716495
sub206	70.52	71.2568039148452
sub2064	24	25.9808246919952
sub2065	40	42.6408966603879
sub2070	28	26.0927906393178
sub2071	36	31.362522627062
sub2073	24	22.7992002329979
sub2078	20	25.2989073811297
sub2083	47.01	63.3538876892605
sub2097	21	24.3708002017589
sub2108	49	33.7726817500057
sub211	19	17.8029395516769
sub2118	79	63.6692477982551
sub2127	29	28.5678399834824
sub2135	27.73	37.0905514723235
sub2147	46.17	45.3316961052793
sub2153	45	40.4875874243968
sub2156	58	47.7942091913085
sub217	30	30.4699141614292
sub2195	35	27.5928608603311
sub2222	22	23.2039292146784
sub2225	47	42.073561197867
sub2226	20	20.6061578886502
sub2229	34	38.0674313447165
sub2252	42	35.4526635112338
sub2257	28	24.1541827633783
sub2263	27	23.802614515964
sub2264	21	28.0416648478943
sub2275	18	11.5101485335592
sub2279	22	19.7165681413657
sub2281	45	42.88330107429
sub2290	26	24.1541827633783
sub2303	24	13.1838312466743
sub2307	51	46.5499715217882
sub2317	27	23.6249378130499
sub2319	35.98	29.4594473683974
sub2325	24	10.5712748051292
