subject_ID	age	SCORE_scale
sub10	25	31.5002466136325
sub100	81	86.9585090954759
sub1000	59.51	45.0782810402135
sub1011	32.42	37.026108728275
sub1018	19	21.3925433824235
sub1021	17	14.3131421572905
sub1032	39	27.6259458171028
sub1034	34	45.3250893229226
sub1037	22	20.095636354159
sub1046	23	18.7099694983043
sub1051	50	48.5038939958772
sub1054	31.81	26.759784752968
sub1065	70.56	70.3991354761787
sub1074	31	34.3700893746398
sub1076	21	16.7073045287335
sub1080	18	24.2103869666146
sub1083	34.24	38.0465174283782
sub1086	57	58.677361173789
sub1097	90	103.541907060598
sub1098	21	23.1458133147328
sub1101	41.9	36.354164186275
sub1103	74	51.9923806250425
sub1112	26	20.4353116295295
sub1113	20	23.040652695702
sub1114	23	22.0446593790743
sub1120	20	24.2103869666146
sub1121	19	-0.931248978968547
sub1123	47	33.6191069734175
sub1125	31	24.639416029654
sub1127	30.69	38.6679726887605
sub1133	35	24.2103869666146
sub115	58	50.8043474819618
sub1157	23	20.894575439
sub1170	48	36.1353043315456
sub1175	73	77.3045414680307
sub1189	25	29.7800777822156
sub1194	34	38.1599654423907
sub1206	74	68.5969446316611
sub1209	23	32.2111587003345
sub1212	33	25.6052589872421
sub1215	23	10.1904242599907
sub1220	24	20.2854626581624
sub1221	55	55.0217651443205
sub1226	61.34	57.1690248735595
sub1242	60.84	64.8727054914757
sub125	43	37.3419562329991
sub1255	36.71	24.4907163220372
sub1260	22	6.79385556609235
sub1273	72	73.8129073368819
sub1278	22	21.6044428444754
sub1280	24	11.6237228771496
sub1286	21	22.8392993888653
sub1288	25	23.80411957972
sub130	23	11.8849181295189
sub1300	30.42	18.5885935029857
sub1305	29.74	30.1644170978139
sub1307	49	37.2073417596154
sub1311	26	21.4648468246572
sub132	55	61.9032869724257
sub1323	42	38.0464221352111
sub1327	20	20.5203491241124
sub1328	44	24.2103869666146
sub1331	23.499	25.5543676190648
sub1332	19	12.3853524730719
sub1335	20	29.312326267499
sub1348	31	35.5398596887268
sub1362	49	54.6748372063637
sub1364	25	19.2534886921238
sub1365	35	28.0322984423453
sub1374	24	14.8391668083806
sub1375	55.17	68.8319213924613
sub138	44	47.9216376097715
sub1389	53	47.5661250771959
sub140	70.95	88.8665199274322
sub1404	34	34.043283065272
sub1407	26	22.3718438393368
sub1412	35	29.5301989137891
sub1417	19	24.4818106127883
sub1424	37	52.3027217115308
sub1429	24	24.2103869666146
sub1432	54	48.31491603321
sub1438	23	28.7598539323705
sub1440	64.66	63.3116942358576
sub1443	68.12	60.1811054248014
sub1451	23	20.0649186147977
sub1453	55	41.0132868827557
sub1458	24	18.6554539126155
sub1459	22	20.2821083407435
sub1466	55	41.8372962749311
sub1467	78.07	77.9225137941334
sub1468	23	28.0227271274513
sub1470	68.48	76.5280513714995
sub1471	30	33.5714192803748
sub1478	52	57.529522332871
sub1497	29	20.8175068256542
sub150	21	21.6788128153134
sub1515	20	20.419778113856
sub1526	46.43	54.3874477709234
sub1533	56	43.8152969022691
sub1544	26	21.1313148983506
sub1557	19	19.9171760023155
sub1558	63.18	62.8751339768962
sub156	26	28.9494458580659
sub1562	46	44.1467407143277
sub157	22	18.0916281093911
sub1575	20	18.7622351862692
sub1588	71	54.333582600082
sub1595	48	35.2957466844823
sub1597	24	25.5062692691337
sub1600	54	52.3602442361202
sub1606	25	24.3867722318006
sub1609	35	25.7189788994194
sub1616	20	24.4570328060484
sub163	37	27.8269100252426
sub1646	18	6.24738992472165
sub1648	26	37.72319839024
sub1668	36	38.6087593046638
sub1670	19	24.0889741141212
sub1684	31.46	33.9160398493859
sub1687	33.08	27.2273504568725
sub1693	50.65	52.6164099152698
sub1695	19	17.6656232458516
sub1701	25	15.3693126172522
sub1705	69.55	83.3423652792048
sub1719	20.17	31.084109550543
sub1725	45	45.7623052852723
sub1741	30	18.2582630562364
sub1742	49	39.3264338636146
sub1747	50	30.8584485839434
sub175	19	16.3568541309364
sub1751	25	21.153628686495
sub1754	30	28.8516004894481
sub1756	50	52.2624380010647
sub1757	42	50.5989191093546
sub1765	33	31.5957075145192
sub1767	18	9.80972706930311
sub177	41	25.1359319265603
sub1772	54.21	56.074530058401
sub178	22	10.8034506388487
sub1783	21	21.7292141268678
sub1801	26.27	37.3074721992292
sub1803	82.19	88.5980302233019
sub1808	41.95	38.1503365390609
sub1813	27	20.1078176310307
sub1821	22	29.8308997599801
sub1822	40	44.2113441576806
sub1826	46	23.7656189025273
sub1839	22	3.62778449993703
sub184	25	24.5180541200433
sub1841	27	32.2616342609142
sub1861	25	18.7361227837203
sub1868	52	36.0609061840747
sub1881	19.96	29.1920009990642
sub1885	47	38.4312800591275
sub1917	25	21.5043708720012
sub1918	55	53.7651111096334
sub192	30	15.7183772518215
sub1920	30	27.0386306505454
sub1921	23	28.1093493799194
sub1924	21	18.7746524386635
sub1925	33.35	44.8530662068882
sub193	19	24.2103869666146
sub1933	38	43.8793797800625
sub1936	27	31.1884693645819
sub195	21	16.1749769989065
sub1950	19	18.1706537863367
sub1952	54	48.4767295763412
sub1963	29	23.3031963190756
sub1969	23	18.7361279861168
sub1970	19	10.3828091257685
sub1978	36	16.355178206314
sub1980	31	22.1128711574123
sub2001	23	26.3324999525165
sub2002	33.92	30.1656562141749
sub2013	31.13	41.0500528795875
sub2016	58	53.4861743947464
sub2017	21.9357	22.2268438527384
sub2024	26	25.7541230697654
sub2031	26	29.3798991485654
sub2041	25	27.4156751006521
sub2042	35	29.8795348005339
sub2053	18	17.9674860427467
sub2067	51	45.3473588087722
sub2069	24	24.8066043266707
sub207	21.3	23.6410962118701
sub2076	26	27.7233068302696
sub208	54	41.9789784940157
sub2080	23	27.6353497222257
sub2082	53	48.9571526935503
sub2087	56.68	51.588696950302
sub2090	24.9	28.0771132690764
sub2096	42	29.9944019654883
sub210	49	47.7783059300697
sub2109	23.96	34.2013040447336
sub2117	33	27.5663148086101
sub2120	31	25.6534258748388
sub2130	74.01	105.083582111648
sub2131	31	30.2691160369255
sub214	25	30.8008812670953
sub2140	40	33.2181447808068
sub2149	46.22	43.2052805745303
sub215	22	19.1486857446442
sub2150	21	20.389079705115
sub2151	23	21.2809864606338
sub2168	41	29.1096818315957
sub218	68.47	63.9035273934308
sub2180	23	21.6068616639393
sub2194	28	28.0494641049551
sub2199	29.95	28.202467577528
sub22	26	28.127835839737
sub2201	37.1	35.3292149580328
sub2208	25	22.3983713627012
sub2210	44	33.9467267613597
sub2215	31	20.1490894874803
sub2217	23	16.2207102071134
sub2221	32	26.1390510963586
sub2230	19	26.4476414483172
sub2233	21	19.4268982568182
sub2237	24	27.9018123264246
sub224	60.02	57.9877112271341
sub2241	34	31.3331806869373
sub2242	74	89.840016126837
sub2245	21	20.5492768144889
sub2255	20	26.9890270132612
sub2261	70	70.8661851943699
sub2269	62.06	70.5010908399138
sub2276	25	24.963258404641
sub2277	59	66.0967130275744
sub2283	60.54	58.944265580028
sub2287	28	23.1422404681407
sub230	31	31.0121671277991
sub2305	18	17.7590332968822
sub2306	25	24.3473275303476
sub2308	23.04	23.4769785606586
sub2309	47	51.3360553585746
sub2315	30	27.322628171058
sub2318	33.82	39.4500557693322
sub2323	21	21.5360562354853
sub2326	19	19.6503850952014
sub2327	22	25.0010882400784
sub2328	72.88	82.9135440627786
sub2331	36	31.6438801468388
sub2332	30	17.2384701520704
sub2348	63	56.7767636201176
sub235	21	21.2192844952777
sub2350	23	22.8597216325883
sub2354	26	24.2103869666146
sub2357	27	19.6494248670536
sub2358	19	19.8834749805363
sub2365	59	46.3482593305191
sub2374	24	16.2815781599599
sub2377	69.28	82.6055620535768
sub2386	24	17.161406637616
sub2391	22	15.5342087185823
sub2399	27	15.3699081729754
sub24	65	69.4162052563873
sub2406	47	48.5432340866591
sub2407	40	32.7051639890631
sub2413	45	34.0958904241934
sub2417	29.66	34.1173395920189
sub2418	18	2.74191180695708
sub2419	22	7.70358861202052
sub2420	22	22.2420266028285
sub247	27	28.5420344422381
sub2474	46	22.8648915692272
sub2480	29	14.341182359581
sub2496	20	13.6529248506736
sub2503	34	23.4992536988868
sub2516	41	32.986838084101
sub2526	56.87	50.600737157008
sub2532	51	36.727449587044
sub2536	41.3	43.5046047110534
sub254	58	42.6733593677778
sub2558	24	18.7040380584507
sub256	31.37	36.3263934872005
sub2560	40	55.4588670853899
sub2561	64	69.8473157599635
sub2562	43.92	30.0933686294166
sub2565	44	35.0180452398662
sub2568	18	22.3696951301978
sub2581	42	38.7701184726831
sub2588	21	21.1911518913733
sub259	28	27.7137937254682
sub2592	28	30.160325607811
sub2597	22	10.0887652675082
sub2611	29	25.2298298276142
sub2618	43.16	39.2821091916891
sub2619	60.1	62.9778284626712
sub2620	54	50.5449947255461
sub2623	23	20.2684346156148
sub2632	21	24.3055471745624
sub2634	55.22	66.8153211085024
sub2646	25.19	12.1238118571941
sub2650	37	22.3842568162876
sub2653	28	18.646530477458
sub2664	20	14.2606591801568
sub2666	23	20.9246851351945
sub2672	33	27.5445311388404
sub2676	18	10.3609291562895
sub2677	32	36.5269514383001
