subject_ID	age	SCORE_scale
sub1	26	25.9658592484072
sub1003	21	22.6172199902526
sub1004	28	31.4417284449401
sub1009	62	46.4580682021053
sub1024	19	27.8223019488351
sub1026	37	33.9126334707261
sub104	54.74	63.6657592790772
sub1048	19	24.6777571578759
sub1049	54.19	43.2658703592976
sub1057	24	24.8982254312028
sub1059	30.7	28.6921508229037
sub1061	69.69	67.7121582708438
sub1064	19	24.8235746447466
sub1071	36	38.3330569494242
sub108	77	68.0420634107104
sub1082	64	64.7339655052147
sub1084	24	18.7942080066421
sub1093	26.88	37.6437256767948
sub11	34	25.7372923110542
sub110	20	21.0427129499133
sub1100	26	28.6622325245061
sub1106	21	18.9521491941917
sub1122	22	24.0948570017513
sub113	64.1	56.5395126285417
sub1136	29.78	27.2514784112378
sub1141	19	25.7941259756632
sub1142	62.46	67.0470627709372
sub1147	45	50.2406800872525
sub1159	63.4	69.4500155805608
sub1161	21	23.7321327338817
sub1166	27	28.7420224081721
sub117	29	41.6532881345037
sub1188	19	20.0538188118141
sub1190	30	26.0950858001269
sub1195	43.82	44.5241918871835
sub1200	57.7	49.9935493751652
sub1203	22.57	28.3803201908533
sub1217	46	49.6108825111058
sub1219	55	51.1607937294932
sub122	56	46.3252663012024
sub1233	24	25.3835067908477
sub1236	73.02	73.8525884807948
sub1245	19	20.2855668360611
sub1248	23.6769	25.1810306436022
sub1252	22	19.8640960663429
sub1253	27	21.9729298993923
sub1254	55	50.3301731508385
sub1256	33	26.2996325842523
sub1275	41	40.7176984862342
sub128	20	19.3118169735844
sub1283	18	21.0213284782655
sub1295	24	25.8837126135973
sub1298	25	29.0678083551562
sub1303	48	40.5263624830733
sub1306	67.33	63.7799016230736
sub1312	50	55.6281805366182
sub1313	21	20.1377943183133
sub1316	35	25.5118138977294
sub1326	71	59.6762300719964
sub1330	39	43.7164204947416
sub1334	58.57	64.4420301652929
sub1338	65	68.1502102876246
sub1342	21	27.7580395490558
sub135	25.13	23.6886255930786
sub1355	28.81	32.1187513123453
sub1356	20	13.6572690084819
sub1357	24	26.4016615862484
sub136	23.6386	23.3823244897223
sub1378	46	39.4989255543311
sub1390	22	21.9557926542471
sub1394	24	12.5153924148911
sub1395	39	47.1176247879513
sub1398	52	37.7322799206392
sub1403	26	23.7876038408263
sub1411	25	26.1951117148662
sub1420	20	19.4165439202932
sub1422	40	47.4081957272626
sub1431	45	45.925453956526
sub1435	32	41.330836650914
sub1437	33	23.1888590986653
sub1442	22	21.628544313538
sub1447	20	17.7329891718141
sub1449	24	26.5263635455124
sub1450	20	17.6678953227621
sub1474	23	22.1281460001358
sub1476	60.4	59.6758430145117
sub1480	50	45.8554345939988
sub1483	56	59.0246133274214
sub1484	30.66	27.7043882746928
sub1488	33	45.6107228705415
sub149	46	41.7888590538474
