subject_ID	age	SCORE_scale
sub10	25	32.2780636108382
sub100	81	73.4387324332854
sub1000	59.51	54.7898648271302
sub1011	32.42	30.3005577740629
sub1018	19	19.4244378993114
sub1021	17	14.3791247731721
sub1032	39	31.8310319288487
sub1034	34	44.5176583944731
sub1037	22	20.6555742742895
sub1046	23	27.3644376909063
sub1051	50	58.4025696564452
sub1054	31.81	33.3899185715433
sub1065	70.56	61.8120755419807
sub1074	31	48.5871346329247
sub1076	21	27.0400243573202
sub1080	18	21.1259738088082
sub1083	34.24	36.1222902911073
sub1086	57	79.48803505209
sub1097	90	89.5317960745424
sub1098	21	23.7188523339074
sub1101	41.9	37.2786601781459
sub1103	74	64.5316971383569
sub1112	26	23.5043689269945
sub1113	20	25.6258714894857
sub1114	23	24.6257573137051
sub1120	20	28.6888597227356
sub1121	19	9.91828528937882
sub1123	47	49.181029420966
sub1125	31	33.8517659964169
sub1127	30.69	38.9863112484711
sub1133	35	34.3275553108537
sub115	58	60.0343240618617
sub1157	23	20.1421446967853
sub1170	48	47.1605184550524
sub1175	73	67.5121185733399
sub1189	25	27.8750608477904
sub1194	34	40.2502596304133
sub1206	74	73.7274140631356
sub1209	23	25.3453229098571
sub1212	33	31.3813486390493
sub1215	23	9.74642869709537
sub1220	24	27.1878555083289
sub1221	55	51.8132259521568
sub1226	61.34	70.6572624700176
sub1242	60.84	55.6278628600483
sub125	43	36.5001108218577
sub1255	36.71	32.2729271337531
sub1260	22	18.6715650937589
sub1273	72	64.6899865536924
sub1278	22	13.1667881415846
sub1280	24	19.7770124637181
sub1286	21	28.8290234714327
sub1288	25	26.7314288212821
sub130	23	20.1184001512032
sub1300	30.42	37.5036835537485
sub1305	29.74	36.3324569407446
sub1307	49	54.8593270756293
sub1311	26	20.8833635942427
sub132	55	59.3375536183532
sub1323	42	41.2701726224844
sub1327	20	23.2602316377922
sub1328	44	40.5594892862846
sub1331	23.499	23.9133753299339
sub1332	19	13.249040305436
sub1335	20	23.5950765408115
sub1348	31	41.851949215794
sub1362	49	52.0325483207064
sub1364	25	25.3068704188291
sub1365	35	36.4273844735216
sub1374	24	16.9406387732645
sub1375	55.17	56.1607548891465
sub138	44	45.5004946215852
sub1389	53	52.4756498662421
sub140	70.95	79.7512000854792
sub1404	34	28.3272074814158
sub1407	26	23.1322062455338
sub1412	35	36.3216423641503
sub1417	19	20.9614880214213
sub1424	37	44.8329980981568
sub1429	24	21.5225603517789
sub1432	54	51.2838169805643
sub1438	23	24.9187475957499
sub1440	64.66	63.3467838872937
sub1443	68.12	62.8928074935751
sub1451	23	20.2543198027342
sub1453	55	49.4622148436605
sub1458	24	26.2092932623848
sub1459	22	20.0209177355413
sub1466	55	53.1507059612952
sub1467	78.07	68.0730856083518
sub1468	23	26.5243837391202
sub1470	68.48	59.9716804376992
sub1471	30	27.8237714252346
sub1478	52	49.7578706550994
sub1497	29	31.0461358901872
sub150	21	26.0234525311944
sub1515	20	22.9887563226118
sub1526	46.43	57.6752172033527
sub1533	56	45.2882637580654
sub1544	26	21.6251518455428
sub1557	19	20.2639075886256
sub1558	63.18	56.9416952255103
sub156	26	31.2507964370122
sub1562	46	49.7765497390788
sub157	22	26.93006908356
sub1575	20	22.4716303957304
sub1588	71	55.6919882347407
sub1595	48	48.8770789308636
sub1597	24	24.8272742073689
sub1600	54	50.6609265046808
sub1606	25	27.4103069546487
sub1609	35	34.8115225484517
sub1616	20	25.0913874023101
sub163	37	36.7900538422601
sub1646	18	22.0886262704786
sub1648	26	37.7848164651031
sub1668	36	44.3466654962057
sub1670	19	23.9922053755561
sub1684	31.46	25.4353264207654
sub1687	33.08	25.8555143174254
sub1693	50.65	41.1120033886187
sub1695	19	14.5090858604993
sub1701	25	24.2452126379017
sub1705	69.55	78.6366402925894
sub1719	20.17	25.7749698220797
sub1725	45	48.0517616587323
sub1741	30	33.0893807804772
sub1742	49	48.0186591469898
sub1747	50	41.1999621031605
sub175	19	10.5148384137859
sub1751	25	25.4771842930243
sub1754	30	31.6064380196419
sub1756	50	43.1321925030869
sub1757	42	32.1269562395977
sub1765	33	44.4848559287318
sub1767	18	20.0255720266093
sub177	41	31.2823995862966
sub1772	54.21	48.815237184377
sub178	22	21.7288211351616
sub1783	21	26.2370488426963
sub1801	26.27	34.7888713381608
sub1803	82.19	94.0020419092199
sub1808	41.95	39.9226100018955
sub1813	27	17.2259590112837
sub1821	22	30.6905879451052
sub1822	40	35.5637469562414
sub1826	46	27.7507974452425
sub1839	22	14.37889691998
sub184	25	25.1174395868972
sub1841	27	26.8788683516398
sub1861	25	21.328161929792
sub1868	52	52.2762072616021
sub1881	19.96	32.4712828973797
sub1885	47	46.0748592460625
sub1917	25	28.2308243977133
sub1918	55	60.9917587080554
sub192	30	26.8940251459757
sub1920	30	23.2511103072695
sub1921	23	24.1036227226835
sub1924	21	18.9072394275941
sub1925	33.35	34.6484295187303
sub193	19	27.4789475090412
sub1933	38	37.2562450858901
sub1936	27	34.9712202937029
sub195	21	17.4835903887023
sub1950	19	21.8064970873714
sub1952	54	51.4400115376898
sub1963	29	29.947148550051
sub1969	23	23.0792095558167
sub1970	19	17.8320077940544
sub1978	36	22.2374917968909
sub1980	31	25.9400349616758
sub2001	23	21.8339525979782
sub2002	33.92	29.7441276276034
sub2013	31.13	37.5417277201813
sub2016	58	55.6076721316837
sub2017	21.9357	22.6769777831304
sub2024	26	30.5624692667171
sub2031	26	25.7855102524748
sub2041	25	23.9201101193313
sub2042	35	32.832442286865
sub2053	18	17.3600546506262
sub2067	51	47.5476774848735
sub2069	24	31.6671451017971
sub207	21.3	25.1084358805666
sub2076	26	26.1273109210591
sub208	54	49.7103141578666
sub2080	23	32.9614866721586
sub2082	53	48.4581183432461
sub2087	56.68	55.7841535644607
sub2090	24.9	36.1459823641781
sub2096	42	38.9212467747489
sub210	49	39.238008282351
sub2109	23.96	34.575350530549
sub2117	33	31.815063428209
sub2120	31	21.8614437092755
sub2130	74.01	77.0841646030922
sub2131	31	31.5546072493977
sub214	25	29.6398483399075
sub2140	40	46.6461626592956
sub2149	46.22	42.9905880619474
sub215	22	23.5073155545965
sub2150	21	18.6084596050711
sub2151	23	20.5994711853895
sub2168	41	38.7076055548187
sub218	68.47	79.8696785572333
sub2180	23	22.7142778631573
sub2194	28	31.0217030696408
sub2199	29.95	35.205179266066
sub22	26	32.247040941809
sub2201	37.1	36.8840289292604
sub2208	25	25.4007834965966
sub2210	44	42.6082123237974
sub2215	31	24.7829835259918
sub2217	23	14.4741479824987
sub2221	32	45.2835823425198
sub2230	19	23.2939363455209
sub2233	21	19.4721041987633
sub2237	24	25.2532725382051
sub224	60.02	54.1312080895725
sub2241	34	38.3287843399543
sub2242	74	83.2597714338137
sub2245	21	17.0348567698109
sub2255	20	22.7159104177215
sub2261	70	67.3624812605597
sub2269	62.06	58.6532550602375
sub2276	25	19.8759543546976
sub2277	59	68.9124463816468
sub2283	60.54	56.5825336614712
sub2287	28	25.5495522620841
sub230	31	26.9420201423513
sub2305	18	16.250683550372
sub2306	25	26.1009827311405
sub2308	23.04	23.076913119541
sub2309	47	45.9901277487157
sub2315	30	33.9819642093085
sub2318	33.82	41.6064126154115
sub2323	21	20.5312011603112
sub2326	19	22.7092726114716
sub2327	22	27.1462646609728
sub2328	72.88	76.4740860237341
sub2331	36	31.6471198475714
sub2332	30	23.887174168144
sub2348	63	63.7483319613179
sub235	21	20.4948909138825
sub2350	23	26.5552706144502
sub2354	26	36.4282508112755
sub2357	27	34.1058261632101
sub2358	19	19.7538353578845
sub2365	59	54.4874530725835
