subject_ID	age	SCORE_scale
sub1006	21	19.3377664730757
sub1014	24.34	39.917405109306
sub1016	24.6352	24.5785804219682
sub1025	66.28	62.6790486633884
sub1038	25	21.2605984772191
sub1040	25	28.4619370794246
sub1045	29	29.5657288767156
sub1053	24	26.4100394921163
sub1062	45	41.4488372911933
sub1069	21	18.3633639072297
sub1070	19	18.8574048555499
sub1072	22	25.8116301765092
sub1073	37	25.662957547354
sub1075	25	24.7957725727807
sub1077	30	26.4105673908763
sub1078	35	29.6303766810054
sub1087	22	20.040244806196
sub1089	23	20.5226279159165
sub109	19	12.2492721512127
sub1095	26	27.3146081141511
sub1108	21	21.3160083468366
sub1111	25	24.4492969300027
sub1117	22	24.034714387609
sub1130	25	29.3258108121383
sub1135	38	39.1420620127194
sub1137	27	24.4822417558655
sub114	26	25.639273393689
sub1145	23	23.5429152109685
sub1154	52.5	56.9747890026372
sub1155	25	29.6808935110139
sub1158	52	57.2650371311299
sub1162	21.02	21.6471226677764
sub1167	89	72.6528584638012
sub1168	21	29.7237197714356
sub1171	49	41.7021337623805
sub1173	51	58.8805842416212
sub1174	34	39.0908290130867
sub1176	19	13.7313298810241
sub118	25	27.2489209665194
sub1180	36	34.0232138264118
sub1181	27	33.0670358606635
sub1185	45.26	42.7696567367012
sub1187	27	36.5367541765804
sub120	22	21.9380897502057
sub1210	35	40.6576514464566
sub1213	20	28.2523780602749
sub1218	29	36.9033057992943
sub1224	42.99	50.3830531029456
sub1231	58.38	51.8463044526228
sub1246	48	45.3204486122185
sub1249	22	21.7695583914813
sub1251	23.72	21.7705964965076
sub1257	23	20.7932834463688
sub1269	30	17.3205539849328
sub1270	19	24.030025853204
sub1272	22	29.9200257088813
sub1274	36	30.5344932424842
sub1282	70.11	84.4732810456556
sub1284	20	21.0716800519707
sub1285	24	23.8150222136393
sub1287	50	49.0970840740992
sub1296	23	20.5659566202927
sub13	18	27.3703948748946
sub1302	22	17.2595086328383
sub1304	48.68	39.2590155312631
sub1308	63.66	69.7563198108823
sub131	33	28.3575574461733
sub1317	71	71.400393003032
