participant_id	true_age	predicted_age
sub2609	41.0	47.16161346435547
sub2949	22.0	21.54090690612793
sub944	21.0	21.09849739074707
sub863	70.0	68.19407653808594
sub2047	23.0	22.36272430419922
sub2535	29.0	23.841463088989258
sub2696	20.0	21.117130279541016
sub1704	28.0	23.305465698242188
sub2448	27.0	28.02340316772461
sub2122	20.0	22.815025329589844
sub1310	28.0	23.061260223388672
sub1840	49.0	44.10031509399414
sub797	21.0	21.94247055053711
sub3085	23.0	21.078632354736328
sub1894	34.0	26.19544219970703
sub2540	33.0	28.79147720336914
sub1654	22.0	21.557708740234375
sub402	62.43000030517578	58.93504333496094
sub2849	19.0	21.483871459960938
sub399	42.0	41.6067008972168
sub19	33.13999938964844	30.764198303222656
sub2937	47.0	39.881996154785156
sub1527	22.0	27.30520248413086
sub803	29.0	26.992820739746094
sub2508	34.0	30.891523361206055
sub911	29.0	25.157228469848633
sub2387	22.0	23.37325668334961
sub2754	28.0	23.556488037109375
sub3083	24.0	22.764530181884766
sub36	23.0	20.578876495361328
sub1568	33.0	24.193531036376953
sub566	47.0	40.36976623535156
sub476	70.5	63.571563720703125
sub2687	24.0	22.307971954345703
sub395	67.45999908447266	65.13845825195312
sub867	21.0	23.300439834594727
sub1525	32.0	20.512252807617188
sub2769	19.0	21.593257904052734
sub744	47.0	45.73741149902344
sub2139	29.0	30.357887268066406
sub1927	27.0	23.979543685913086
sub2640	18.0	21.43994903564453
sub1572	58.77000045776367	54.11631774902344
sub802	23.0	22.1629581451416
sub2775	24.0	23.558692932128906
sub745	43.0	39.37299346923828
sub2967	23.0	21.66159439086914
sub853	56.0	50.02167510986328
sub1653	30.0	30.907873153686523
sub2119	57.0	47.72904586791992
sub505	22.0	20.771081924438477
sub2161	24.0	22.388229370117188
sub1223	26.0	22.506786346435547
sub99	35.0	39.20125961303711
sub588	65.33000183105469	52.48938751220703
sub282	23.0	21.65656852722168
sub1408	37.0	39.889827728271484
sub1994	21.0	21.0714111328125
sub1869	80.0	80.79763793945312
sub2808	21.0	23.956512451171875
sub1381	22.0	22.113357543945312
sub483	54.61000061035156	51.1066780090332
sub4	28.0	29.63844108581543
sub133	28.15999984741211	32.29244613647461
sub747	20.0	22.153480529785156
sub2171	62.25	62.9371337890625
sub305	21.0	21.123254776000977
sub2026	30.0	26.493648529052734
sub1964	32.0	22.234912872314453
sub1800	44.47999954223633	38.607730865478516
sub2030	39.0	29.619338989257812
sub799	41.5099983215332	39.68461227416992
sub1150	33.0	26.23625946044922
sub2075	66.91000366210938	62.465782165527344
sub1262	23.0	21.441699981689453
sub229	29.34000015258789	28.87118911743164
sub1193	28.850000381469727	29.73894500732422
sub1324	21.0	20.873416900634766
sub3240	24.766599655151367	21.324920654296875
sub834	42.630001068115234	48.256813049316406
sub1036	18.0	22.13862419128418
sub2459	17.0	20.911888122558594
sub586	26.0	22.13648223876953
sub1702	22.0	20.42388153076172
sub2692	23.0	21.79900550842285
sub787	26.0	21.898757934570312
sub494	50.56999969482422	64.27862548828125
sub3164	63.0	54.698944091796875
sub493	38.0	36.26268005371094
sub946	18.0	21.35334587097168
sub1554	24.0	24.573238372802734
sub3126	63.84000015258789	63.573585510253906
sub694	75.0	70.0679931640625
sub1191	30.0	22.442340850830078
sub1376	20.0	19.956260681152344
sub3170	58.0	69.94871520996094
sub72	43.0	36.00580978393555
sub203	66.33000183105469	69.09130859375
sub2801	26.0	23.594947814941406
sub695	42.0	50.7397346496582
sub913	22.43000030517578	21.320087432861328
sub3272	22.0	27.12164306640625
sub249	48.0	50.27712631225586
sub1107	43.0	35.83230209350586
sub1930	19.0	21.789173126220703
sub2162	21.0	21.290796279907227
sub407	23.0	21.779918670654297
sub391	25.0	22.004070281982422
sub334	24.0	21.100313186645508
sub137	43.0	30.888025283813477
sub3279	33.0	37.11758804321289
sub168	21.0	21.323104858398438
sub707	22.0	24.286354064941406
sub1688	19.0	21.74135398864746
sub1795	23.0	28.61233139038086
sub1903	28.0	28.514381408691406
sub294	22.530000686645508	22.131444931030273
sub831	56.0	48.5727653503418
sub1948	23.0	21.014404296875
sub145	33.0	28.43534278869629
sub2888	33.0	41.75857925415039
sub705	35.0	33.20762252807617
sub563	21.0	21.461233139038086
sub2637	24.6200008392334	24.213130950927734
sub1463	20.0	20.95330810546875
sub209	51.0	36.74532699584961
sub291	46.0	40.68836975097656
sub1361	25.0	21.975013732910156
sub1666	51.0	51.610137939453125
sub1502	64.0	59.434181213378906
sub2400	37.0	46.48082733154297
sub3210	30.0	29.3055419921875
sub1973	24.280000686645508	32.34369659423828
sub3202	25.0	26.00065040588379
sub2057	44.0	41.829750061035156
sub2907	28.0	30.20462417602539
sub1110	62.7400016784668	66.81746673583984
sub1786	60.0	45.24529266357422
sub2141	25.0	21.958845138549805
sub1019	18.0	22.0959529876709
sub551	57.0	50.87736511230469
sub1678	35.40999984741211	35.451229095458984
sub1146	21.0	21.194808959960938
sub96	61.0	58.342742919921875
sub189	29.0	22.71274185180664
sub1198	23.0	21.402400970458984
sub2898	23.0	22.671493530273438
sub1904	20.0	20.61239242553711
sub2841	20.0	20.878028869628906
sub1222	19.0	21.17019271850586
sub3081	21.0	22.192218780517578
sub413	23.0	20.86126708984375
sub1906	28.0	21.368385314941406
sub2875	21.0	21.79819107055664
sub2770	21.3799991607666	22.170860290527344
sub2663	29.0	20.479156494140625
sub1140	29.0	27.90369415283203
sub861	55.0	41.62008285522461
sub2854	66.0199966430664	64.16249084472656
sub1674	23.0	20.927471160888672
sub2799	20.0	22.362945556640625
sub2856	22.0	20.837501525878906
sub367	83.55999755859375	83.27263641357422
sub3021	30.0	20.840984344482422
sub592	46.0	45.64263916015625
sub962	22.0	21.891992568969727
sub1887	29.0	23.569782257080078
sub1599	28.440000534057617	22.574024200439453
sub377	23.0	22.615921020507812
sub1261	72.3499984741211	71.84463500976562
sub670	77.0	68.7628173828125
sub1029	21.0	22.189680099487305
sub1761	39.0	42.26633071899414
sub408	59.0	44.00524139404297
sub1401	36.0	39.702327728271484
sub1043	83.45999908447266	70.68834686279297
sub756	34.369998931884766	32.14284896850586
sub1781	22.0	21.257455825805664
sub3104	59.84000015258789	60.15160369873047
sub1859	25.0	20.825544357299805
sub152	28.0	23.66937255859375
sub2471	25.0	21.73782730102539
sub2766	55.0	57.097312927246094
sub589	19.0	20.737703323364258
sub3072	20.0	21.2227783203125
sub1028	43.0	44.47919464111328
sub1856	22.0	20.885955810546875
sub689	58.279998779296875	58.41693115234375
sub2183	22.0	22.062524795532227
sub647	52.0	59.036895751953125
sub3149	47.0	45.13969421386719
sub1276	49.0	40.70817947387695
sub2762	22.0	24.406707763671875
sub105	19.0	20.831012725830078
sub2752	22.0	20.85997772216797
sub3246	57.0	62.071075439453125
sub1126	50.0	43.68110656738281
sub3291	51.0	47.98224639892578
sub1148	28.0	21.675430297851562
sub2361	23.0	21.413021087646484
sub2679	39.400001525878906	32.832984924316406
sub2299	30.0	29.151329040527344
sub2510	26.0	33.263004302978516
sub414	67.8499984741211	64.94357299804688
sub1151	22.0	21.25564193725586
sub898	23.0	23.151103973388672
sub555	22.0	21.721115112304688
sub2036	38.77000045776367	41.09794616699219
sub1002	19.0	21.122570037841797
sub1385	55.0	48.07810592651367
sub2500	18.0	23.03854751586914
sub428	19.0	21.312009811401367
sub2610	36.0	31.487693786621094
sub1857	27.0	22.906509399414062
sub153	45.0	37.38725280761719
sub2267	49.040000915527344	48.680686950683594
sub3158	24.850000381469727	22.456619262695312
sub308	47.0	52.616966247558594
sub2928	19.0	30.694015502929688
sub341	24.0	27.316104888916016
sub253	20.0	22.6112060546875
sub1542	36.0	36.378379821777344
sub473	47.0	44.13254928588867
sub1672	28.459999084472656	29.881755828857422
sub213	65.26000213623047	61.425968170166016
sub1811	50.0	48.38904571533203
sub2529	78.0	80.00059509277344
sub1041	22.0	20.954689025878906
sub2554	20.0	22.233436584472656
sub620	29.0	22.476459503173828
sub1999	19.0	21.11845588684082
sub3217	67.81999969482422	63.198490142822266
sub2777	18.0	20.609283447265625
sub2003	20.0	21.611804962158203
sub1017	51.0	47.37062454223633
sub107	39.0	33.114013671875
sub2112	19.0	22.136898040771484
sub1711	32.29999923706055	34.509700775146484
sub3249	44.0	40.29688262939453
sub2006	50.0	38.512577056884766
sub2701	21.0	28.890575408935547
sub1862	22.0	21.97128677368164
sub817	34.0	36.89210510253906
sub1976	28.0	28.00660514831543
sub2098	20.0	24.346572875976562
sub3034	73.18000030517578	70.39403533935547
sub1834	23.0	24.47418212890625
sub15	24.407899856567383	22.474323272705078
sub1427	20.0	22.070035934448242
sub353	23.0	21.424198150634766
sub2478	27.0	21.96075439453125
sub2525	60.459999084472656	55.4339599609375
sub2579	23.0	21.66881561279297
sub1371	86.0	79.78266906738281
sub2297	31.0	40.18041229248047
sub330	66.52999877929688	59.91053009033203
sub2802	47.0	39.55497360229492
sub1738	20.0	21.121231079101562
sub225	48.0	46.725311279296875
sub2814	24.0	21.44652557373047
sub2869	53.66999816894531	52.00337219238281
sub2446	46.0	43.6298942565918
sub2284	65.41000366210938	57.46257019042969
sub2408	21.0	21.527605056762695
sub92	27.0	29.605318069458008
sub57	24.0	27.041446685791016
sub617	25.0	23.595783233642578
sub2670	55.58000183105469	55.08285140991211
sub1604	32.0	33.36479187011719
sub902	53.0	59.66114807128906
sub1912	29.0	22.821918487548828
sub1299	31.0	39.39739227294922
sub1807	21.0	23.770206451416016
sub1105	44.0	43.157352447509766
sub1129	21.0	28.650390625
sub1775	21.0	22.419471740722656
sub2539	56.0	46.163021087646484
sub2456	23.0	21.85710906982422
sub1823	74.0	66.73846435546875
sub559	22.0	21.04136848449707
sub2074	19.0	22.346229553222656
sub396	50.02000045776367	39.18655014038086
sub2447	18.0	21.062530517578125
sub356	23.0	29.431766510009766
sub2978	73.54000091552734	64.60265350341797
sub2599	22.0	20.672760009765625
sub845	22.0	22.181903839111328
sub821	45.29999923706055	39.688968658447266
sub691	39.0	27.729366302490234
sub292	37.0	34.30788040161133
sub1244	20.0	21.722564697265625
sub2043	60.90999984741211	57.312713623046875
sub666	25.0	21.68453598022461
sub3009	70.70999908447266	63.60282516479492
sub2238	21.0	22.458236694335938
sub642	32.0	31.50128936767578
sub1022	85.73999786376953	76.91612243652344
sub594	29.260000228881836	36.08018112182617
sub3037	20.0	21.821125030517578
sub1268	26.0	23.155946731567383
sub1680	28.0	21.14596176147461
sub3270	23.0	22.05542755126953
sub1448	71.0	58.90885925292969
sub316	22.0	25.812793731689453
sub98	74.0	79.30183410644531
sub2957	35.0	42.648101806640625
sub1891	55.0	42.59785461425781
sub699	33.0	23.129159927368164
sub2860	61.59000015258789	65.12474060058594
sub1589	29.0	33.70653533935547
sub1027	33.91999816894531	36.15898132324219
sub1902	24.0	28.43158721923828
sub227	35.810001373291016	31.85704231262207
sub2467	20.0	22.00017547607422
sub2638	50.0	44.00080871582031
sub371	27.0	21.61388397216797
sub1556	28.0	22.84192657470703
sub2014	61.0	60.45872497558594
sub1379	36.0	25.618045806884766
sub2058	28.0	31.6165771484375
sub823	52.0	61.45181655883789
sub2727	24.0	21.986591339111328
sub2759	23.0	20.861541748046875
sub2930	71.66000366210938	69.49722290039062
sub1727	23.0	21.490989685058594
sub116	23.0	20.87537956237793
sub306	63.880001068115234	53.898704528808594
sub174	33.0	26.57880973815918
sub3284	54.0	47.588619232177734
sub55	28.0	28.3377628326416
sub361	50.0	38.82636642456055
sub3175	35.02000045776367	31.452289581298828
sub237	18.0	21.31104278564453
sub2224	27.0	24.936243057250977
sub2950	26.0	21.932796478271484
sub1340	70.25	63.35357666015625
sub1201	76.77999877929688	66.89802551269531
sub3012	25.65999984741211	21.74756622314453
sub1229	24.29840087890625	29.810260772705078
sub1128	23.0	21.23199462890625
sub275	30.0	27.55335235595703
sub915	44.849998474121094	51.15216064453125
sub2528	28.1200008392334	30.785871505737305
sub2378	50.0	51.71906280517578
sub2901	58.0	51.068199157714844
sub3163	59.220001220703125	57.082115173339844
sub2040	23.0	30.23409080505371
sub2829	21.0	22.37085723876953
sub170	28.0	32.37751007080078
sub2544	38.939998626708984	38.89884948730469
sub3230	21.0	21.681331634521484
sub3103	26.0	28.556137084960938
sub250	60.40999984741211	66.77591705322266
sub1228	20.0	22.297531127929688
sub3087	57.0	50.165260314941406
sub325	27.0	21.608272552490234
sub1590	48.0	43.675079345703125
sub2612	30.0	36.54070281982422
sub3160	20.0	20.01706886291504
sub1864	31.0	21.37096405029297
sub141	30.0	24.908611297607422
sub1536	35.0	33.4000244140625
sub868	48.0	39.415096282958984
sub572	50.0	37.8519172668457
sub738	75.83000183105469	71.69911193847656
sub2231	52.529998779296875	39.31686019897461
sub1263	25.0	21.584577560424805
sub2997	21.0	20.543428421020508
sub231	41.0	45.25852966308594
sub2868	68.8499984741211	53.135459899902344
sub3112	61.0	52.11788558959961
sub2946	55.0	55.258705139160156
sub1585	70.11000061035156	68.05357360839844
sub631	22.649999618530273	22.34619140625
sub1434	32.0	27.85853385925293
sub532	22.0	21.434152603149414
sub3059	28.0	22.787233352661133
sub1724	52.0	51.520408630371094
sub2146	27.0	21.75920867919922
sub2835	27.0	28.312440872192383
sub2630	26.0	22.390193939208984
sub2569	19.0	22.00729751586914
sub674	46.369998931884766	48.186275482177734
sub531	49.0	39.10380935668945
sub860	30.0	33.4229850769043
sub2734	21.0	21.243175506591797
sub267	59.0	59.545204162597656
sub2807	22.0	21.365215301513672
sub3136	45.0	49.86678695678711
sub1915	31.0	21.570362091064453
sub847	46.0	29.998172760009766
sub2285	25.0	22.11159896850586
sub190	19.0	21.04202651977539
sub1971	18.0	21.794410705566406
sub2889	67.16000366210938	67.51253509521484
sub2335	25.0	21.596134185791016
sub939	23.0	30.599544525146484
sub1521	22.0	20.76018524169922
sub2390	24.0	21.688188552856445
sub2678	52.0	42.83978271484375
sub2145	30.0	22.339248657226562
sub1456	74.0	68.49475860595703
sub39	41.0	37.87760543823242
sub1216	34.0	27.241596221923828
sub1132	67.0	55.96896743774414
sub2877	23.0	22.612667083740234
sub820	59.2599983215332	65.5987777709961
sub1946	44.0	44.14479446411133
sub2188	23.0	20.803190231323242
sub3209	21.0	23.047077178955078
sub1957	30.0	25.20862579345703
sub2253	19.0	21.103254318237305
sub1989	51.0	53.814491271972656
sub1241	19.0	20.882671356201172
sub1771	30.0	29.433082580566406
sub1629	26.0	21.69381332397461
sub1341	30.0	38.811153411865234
sub990	20.0	21.163990020751953
sub1553	20.0	22.111724853515625
sub1042	30.0	25.003061294555664
sub1369	51.0	48.95993423461914
sub1344	24.0	23.59145736694336
sub2578	18.0	22.091768264770508
sub2249	45.0	44.25358200073242
sub2442	44.0	40.65113830566406
sub1676	20.0	25.852108001708984
sub2066	27.0	22.641843795776367
sub2694	42.0	39.091800689697266
sub2786	28.0	24.16238021850586
sub2617	21.0	25.08458709716797
sub3287	21.0	23.63969612121582
sub3099	52.0	54.97215270996094
sub1060	69.0	67.17536926269531
sub1501	40.0	40.952659606933594
sub456	25.0	23.456756591796875
sub872	42.0	45.153045654296875
sub1731	19.0	21.392913818359375
sub2570	26.0	30.56487274169922
sub2840	30.0	34.788330078125
sub2760	29.0	25.57196617126465
sub2751	51.0	42.64237594604492
sub352	20.0	21.73040008544922
sub1889	32.0	35.81440734863281
sub2205	28.56999969482422	22.150365829467773
sub806	34.0	43.76017761230469
sub3218	46.0	41.40956497192383
sub2077	29.0	26.92896270751953
sub18	24.850000381469727	26.10580825805664
sub1393	34.0	32.570594787597656
sub1088	72.08999633789062	66.41950225830078
sub2081	27.0	30.8223876953125
sub343	65.0	67.64781951904297
sub3013	25.530000686645508	22.02496337890625
sub1518	61.02000045776367	62.28069305419922
